author1,author2,author3,author4,author5,author6,author7,author8,author9,author10,author11,author12,author13,author14,author15,author16,author17,author18,author19,author20,author21,author22,author23,author24,author25,author26,author27,author28
"Staikopoulos, Athanasios","OKeeffe, Ian","Rafter, Rachael","Walsh, Eddie","Yousuf, Bilal","Conlan, Owen","Wade, Vincent",,,,,,,,,,,,,,,,,,,,,
"Stutsky, Brenda J","Laschinger, Heather K Spence",,,,,,,,,,,,,,,,,,,,,,,,,,
"Tasci, Tugrul","Parlak, Zekeriya","Kibar, Alpaslan","Tasbasi, Nevzat","Cebeci, H Ibrahim",,,,,,,,,,,,,,,,,,,,,,,
"Vora, Rupal S","Kinney, Marjorie N",,,,,,,,,,,,,,,,,,,,,,,,,,
"McAndrew, Patrick","Scanlon, Eileen",,,,,,,,,,,,,,,,,,,,,,,,,,
"Alexandru, Adriana","Ianculescu, Marilena","Tudora, Eleonora","Bica, Ovidiu",,,,,,,,,,,,,,,,,,,,,,,,
"Chen, Xingguo","Gao, Yang","Wang, Ruili",,,,,,,,,,,,,,,,,,,,,,,,,
"Dunleavy, Leah","Preissner, Katharine L","Finlayson, Marcia L",,,,,,,,,,,,,,,,,,,,,,,,,
"Finlay, Dorothy","Brown, Sheona",,,,,,,,,,,,,,,,,,,,,,,,,,
"Gadbury-Amyot, Cynthia C","Austin, Kylie Siruta","Overman, Pamela R",,,,,,,,,,,,,,,,,,,,,,,,,
"Herrera, Bernardo","Jimenez, Javier",,,,,,,,,,,,,,,,,,,,,,,,,,
"Lothridge, Kevin","Fox, Jamie","Fynan, Eileen",,,,,,,,,,,,,,,,,,,,,,,,,
"MacDonald, Euan","Nicol, Laura","Ahmed, Irfan",,,,,,,,,,,,,,,,,,,,,,,,,
"Menard-Warwick, Julia","Palmer, Dionne Soares","Heredia-Herrera, Ana",,,,,,,,,,,,,,,,,,,,,,,,,
"Oliveira-Neto, Francisco Moraes","Han, Lee D","Jeong, Myong Kee",,,,,,,,,,,,,,,,,,,,,,,,,
"Oztekin, Asil","Delen, Dursun","Turkyilmaz, Ali","Zaim, Selim",,,,,,,,,,,,,,,,,,,,,,,,
"Sandoval Yanez, Cristian",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Silverman, Henry","Strosberg, Martin","Luna, Florencia","Philpott, Sean","Hemmerle, Cheryl A",,,,,,,,,,,,,,,,,,,,,,,
"Stowell, Jane M","Pihlak, Mary Rose","Matzke, Amanda","OKeefe, Mary",,,,,,,,,,,,,,,,,,,,,,,,
Xingguo Chen,Yang Gao,Ruili Wang,,,,,,,,,,,,,,,,,,,,,,,,,
"Al-Samarraie, Hosam","Teo, Timothy","Abbas, Merza",,,,,,,,,,,,,,,,,,,,,,,,,
"Belford, Robert","Meyers, Fabienne","Sozbilir, Mustafa","Cardellini, Liberato",,,,,,,,,,,,,,,,,,,,,,,,
"Galtier, Mathieu N","Wainrib, Gilles",,,,,,,,,,,,,,,,,,,,,,,,,,
"Jackson, Luke C","Jackson, Alun C","Chambers, Dianne",,,,,,,,,,,,,,,,,,,,,,,,,
"Jin, Li","Jeong, Allan",,,,,,,,,,,,,,,,,,,,,,,,,,
"Keller, Heath","Karau, Steven J",,,,,,,,,,,,,,,,,,,,,,,,,,
"Leontyev, Alexey","Baranov, Dmitry",,,,,,,,,,,,,,,,,,,,,,,,,,
"Murray, Jessica","Byrne, Deirdre","Koenig-Visagie, Leandra",,,,,,,,,,,,,,,,,,,,,,,,,
"Pereira, Orlando R E","Rodrigues, Joel J P C",,,,,,,,,,,,,,,,,,,,,,,,,,
"Remedios, Richard","Richardson, John T E",,,,,,,,,,,,,,,,,,,,,,,,,,
"Smith, Paula J W","Wigmore, Stephen J","Paisley, Anna","Lamb, Peter","Richards, Jennifer M J","Robson, Andrew J","Revie, Erica","McKeown, Dermot","Dewhurst, David","Garden, O James",,,,,,,,,,,,,,,,,,
"Tang, Yingqi","Tseng, Hung Wei",,,,,,,,,,,,,,,,,,,,,,,,,,
"Alpiste Penalba, Francisco","Rojas-Rajs, Teresa","Lorente, Pedro","Iglesias, Francisco","Fernandez, Joaquin","Monguet, Josep",,,,,,,,,,,,,,,,,,,,,,
"Breen, Henny",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Conejo, Ricardo","Barros, Beatriz","Guzman, Eduardo","Garcia-Vinas, Juan-Ignacio",,,,,,,,,,,,,,,,,,,,,,,,
"de la Torre, Luis","Heradio, Ruben","Jara, Carlos A","Sanchez, Jose","Dormido, Sebastian","Torres, Fernando","Candelas, Francisco A",,,,,,,,,,,,,,,,,,,,,
"Ernest, Pauline","Guitert Catasus, Montse","Hampel, Regine","Heiser, Sarah","Hopkins, Joseph","Murphy, Linda","Stickler, Ursula",,,,,,,,,,,,,,,,,,,,,
"Garrett, Bernard M","MacPhee, Maura","Jackson, Cathryn",,,,,,,,,,,,,,,,,,,,,,,,,
"Granda, Juan C","Nuno, Pelayo","Suarez, Francisco J","Perez, Maria A",,,,,,,,,,,,,,,,,,,,,,,,
"Sasu, L M","Andonie, R",,,,,,,,,,,,,,,,,,,,,,,,,,
"Silva, Jonathan A","Faria, Elaine R","Barros, Rodrigo C","Hruschka, Eduardo R","de Carvalho, Andre C P L F","Gama, Joao",,,,,,,,,,,,,,,,,,,,,,
"Wu, Peng","Pienaar, Josua","OBrien, Darryl","Feng, Yingbin",,,,,,,,,,,,,,,,,,,,,,,,
"Ari, Murat",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Baker, David John","Zuvela, Danielle",,,,,,,,,,,,,,,,,,,,,,,,,,
"Bouchoucha, Stephane","Wikander, Lolita","Wilkin, Catherine",,,,,,,,,,,,,,,,,,,,,,,,,
"Brady, E Michael","Cardale, Anne","Neidy, Jon C",,,,,,,,,,,,,,,,,,,,,,,,,
"Fernanda Sanchez-Peralta, Luisa","Sanchez-Fernandez, Javier","Blas Pagador, Jose","Miguel Sanchez-Margallo, Francisco",,,,,,,,,,,,,,,,,,,,,,,,
"Guest, Eileen M","Keatinge, Diana R","Reed, Jennifer","Johnson, Karen R","Higgins, Helen M","Greig, Jennifer",,,,,,,,,,,,,,,,,,,,,,
"Smith, Kristin M","Jeffery, Donna I",,,,,,,,,,,,,,,,,,,,,,,,,,
"Sowan, Azizeh K","Jenkins, Louise S",,,,,,,,,,,,,,,,,,,,,,,,,,
[Anonymous],,,,,,,,,,,,,,,,,,,,,,,,,,,
"Catteau, C","Faulks, D","Mishellany-Dutour, A","Collado, V","Tubert-Jeannin, S","Tardieu, C","Hugues, P","Roger-Leroi, V","Hennequin, M",,,,,,,,,,,,,,,,,,,
"Chang, Yu-Shan",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cong, Yang","Liu, Ji","Yuan, Junsong","Luo, Jiebo",,,,,,,,,,,,,,,,,,,,,,,,
"Hockridge, Diane",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lin, Jian-Wei","Lai, Yuan-Cheng",,,,,,,,,,,,,,,,,,,,,,,,,,
"Queiros, Ricardo","Leal, Jose Paulo",,,,,,,,,,,,,,,,,,,,,,,,,,
"Rapanta, Chrysi","Maina, Marcelo","Lotz, Nicole","Bacchelli, Alberto",,,,,,,,,,,,,,,,,,,,,,,,
"Todhunter, Barrie",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Young, Jeanine","Higgins, Niall","Raven, Leanne","Watson, Marcus",,,,,,,,,,,,,,,,,,,,,,,,
"Groenwold, Rolf H H","Knol, Mirjam J",,,,,,,,,,,,,,,,,,,,,,,,,,
"Ahad, Sajida","Boehler, Margaret","Schwind, Cathy J","Hassan, Imran",,,,,,,,,,,,,,,,,,,,,,,,
"Farber, Ruth S",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Liberal, Rodrigo","Pinney, John W",,,,,,,,,,,,,,,,,,,,,,,,,,
"Morgan, Lesley","Hart, Leigh",,,,,,,,,,,,,,,,,,,,,,,,,,
"Pintz, Christine","Posey, Laurie",,,,,,,,,,,,,,,,,,,,,,,,,,
"Torres-Sanchez, Sergio","Medina-Medina, Nuria","Gignoux, Chris","Abad-Grau, Maria M","Gonzalez-Burchard, Esteban",,,,,,,,,,,,,,,,,,,,,,,
"White, Susan",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Conlan, Owen","Staikopoulos, Athanasios","Hampson, Cormac","Lawless, Seamus","Okeeffe, Ian",,,,,,,,,,,,,,,,,,,,,,,
"Demir Kaymak, Zeliha","Horzum, Mehmet Baris",,,,,,,,,,,,,,,,,,,,,,,,,,
"Feltes, Thomas","Fischer, Thomas A","Sapelza, Ruth",,,,,,,,,,,,,,,,,,,,,,,,,
"Fink, Regina M","Oman, Kathleen S","Youngwerth, Jeanie","Bryant, Lucinda L",,,,,,,,,,,,,,,,,,,,,,,,
"Gauchotte, Guillaume","Ameisen, David","Boutonnat, Jean","Battistella, Maxime","Copie, Christiane","Garcia, Stephane","Rigau, Valerie","Galateau-Salle, Francoise","Terris, Benoit","Vergier, Beatrice","Wendum, Dominique","Bertheau, Philippe",,,,,,,,,,,,,,,,
"Petit dit Dariel, Odessa","Wharrad, Heather","Windle, Richard",,,,,,,,,,,,,,,,,,,,,,,,,
"Puspitasari, Ajeng","Kanter, Jonathan W","Murphy, Joseph","Crowe, Alex","Koerner, Kelly",,,,,,,,,,,,,,,,,,,,,,,
"Salajan, Florin D",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Salinas-Miranda, Abraham A","Nash, Michelle C","Salemi, Jason L","Mbah, Alfred K","Salihu, Hamisu M",,,,,,,,,,,,,,,,,,,,,,,
"Schultz, David M","Anderson, Stuart","Seo-Zindy, Ryo",,,,,,,,,,,,,,,,,,,,,,,,,
"Shew, D",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Souza, Valeska Virginia Soares",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Spicer, Thomas O","Willey, Ronald J","Crowl, Daniel A","Smades, Wendy",,,,,,,,,,,,,,,,,,,,,,,,
"Talcott, Kimberly S","ODonnell, John M","Burns, Helen K",,,,,,,,,,,,,,,,,,,,,,,,,
"Ajjawi, Rola","Schofield, Susie","McAleer, Sean","Walker, David",,,,,,,,,,,,,,,,,,,,,,,,
"Brasel, Karen J",,,,,,,,,,,,,,,,,,,,,,,,,,,
"de Holanda, Viviane Rolim","Pinheiro, Ana Karina Bezerra","Pagliuca, Lorita Marlena Freitag",,,,,,,,,,,,,,,,,,,,,,,,,
"Dowden, Tony","Pittaway, Sharon","Yost, Helen","McCarthy, Robyn",,,,,,,,,,,,,,,,,,,,,,,,
"Phipps, Linda R",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Portillo, Karen M","Rogo, Ellen J","Calley, Kristin H","Cellucci, Leigh W",,,,,,,,,,,,,,,,,,,,,,,,
"Kalbaska, Nadzeya","Lee, Hee Andy","Cantoni, Lorenzo","Law, Rob",,,,,,,,,,,,,,,,,,,,,,,,
"Knabb, Maureen","Casotti, Giovanni",,,,,,,,,,,,,,,,,,,,,,,,,,
"Kontio, R","Hatonen, H","Joffe, G","Pitkanen, A","Lahti, M","Valimaki, M",,,,,,,,,,,,,,,,,,,,,,
"Liao, Chen-Fu","Levinson, David M",,,,,,,,,,,,,,,,,,,,,,,,,,
"Liu, Na","Yang, Xue","Chan, Hock Chuan",,,,,,,,,,,,,,,,,,,,,,,,,
"MacDonald, Ruth S","Anderson, Jean A","Bergquist, Erin","Johnson, Janet S","Kruzich, Laurie S",,,,,,,,,,,,,,,,,,,,,,,
"Pitic, A E","Moisil, I","Dzitac, S",,,,,,,,,,,,,,,,,,,,,,,,,
"Sekiguchi, Hiroshi","Bhagra, Anjali","Gajic, Ognjen","Kashani, Kianoush B",,,,,,,,,,,,,,,,,,,,,,,,
"Baran, Evrim","Correia, Ana-Paula","Thompson, Ann D",,,,,,,,,,,,,,,,,,,,,,,,,
"Casotti, Giovanni","Beneski, John T","Knabb, Maureen T",,,,,,,,,,,,,,,,,,,,,,,,,
"Chhabra, H S","Harvey, L A","Muldoon, S","Chaudhary, S","Arora, M","Brown, D J","Biering-Sorensen, F","Wyndaele, J J","Charlifue, S","Horsewell, J","Ducharme, S","Green, D","Simpson, D","Glinsky, J","Weerts, E","Upadhyay, N","Aito, S","Wing, P","Katoh, S","Kovindha, A","Krassioukov, A","Weeks, C","Srikumar, V","Reeves, R","Siriwardane, C","Hasnan, N","Kalke, Y B","Lanig, I"
"Connors, Priscilla",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dos, Bulent","Demir, Servet",,,,,,,,,,,,,,,,,,,,,,,,,,
"Hung, Wei-Chen","Jeng, Ifeng",,,,,,,,,,,,,,,,,,,,,,,,,,
"Iyeyasu, Josie Naomi","Castro, Stella Maris da Costa e","Sabbatini, Renato Marcos Endrizzi","Carvalho, Keila Monteiro de",,,,,,,,,,,,,,,,,,,,,,,,
"Martinez, Hugo","Bravo, Edna R","Becerra Ardila, Luis Eduardo",,,,,,,,,,,,,,,,,,,,,,,,,
"Means, Barbara","Toyama, Yukie","Murphy, Robert","Baki, Marianne",,,,,,,,,,,,,,,,,,,,,,,,
"Pourmand, Ali","Lucas, Raymond","Nouraie, Mehdi",,,,,,,,,,,,,,,,,,,,,,,,,
"Shi, Ziqiang","Han, Jiqing","Zheng, Tieran","Li, Ji",,,,,,,,,,,,,,,,,,,,,,,,
"Smith, H B","Daniel, C S","Verma, S",,,,,,,,,,,,,,,,,,,,,,,,,
"Vadaparampil, Susan T","Hutchins, Nicole M","Quinn, Gwendolyn P",,,,,,,,,,,,,,,,,,,,,,,,,
"Vural, Omer Faruk",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Weeks, Keith W","Meriel Hutton, B","Coben, Diana","Clochesy, John M","Pontin, David",,,,,,,,,,,,,,,,,,,,,,,
"Yli-Uotila, T","Rantanen, A","Suominen, T",,,,,,,,,,,,,,,,,,,,,,,,,
"Ke, Fengfeng","Kwak, Dean",,,,,,,,,,,,,,,,,,,,,,,,,,
"Lehenbauer, Mario","Kothgassner, Oswald D","Kryspin-Exner, Ilse","Stetina, Birgit U",,,,,,,,,,,,,,,,,,,,,,,,
"Ousey, Karen","Roberts, Debbie",,,,,,,,,,,,,,,,,,,,,,,,,,
"Acres, D J","Buttivant, H","Choi, S",,,,,,,,,,,,,,,,,,,,,,,,,
"Aharony, Noa","Bronstein, Jenny",,,,,,,,,,,,,,,,,,,,,,,,,,
"Albrecht, U, V","Haeussermann, B","Matthies, H K","von Jan, U",,,,,,,,,,,,,,,,,,,,,,,,
"Al-Jarf, Reima",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Alvarez, R","Clever, J","Lobo, D","Domingo, R",,,,,,,,,,,,,,,,,,,,,,,,
"Anantharaman, Latha",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Andruseac, Gabriela Gladiola","Rotariu, Daniela","Rotariu, Cristian","Costin, Hariton",,,,,,,,,,,,,,,,,,,,,,,,
"Anstadt, Scott P","Bradley, Shannon","Burnette, Ashley",,,,,,,,,,,,,,,,,,,,,,,,,
"Arinto, Patricia B",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Azemi, Asad","Bodek, Mathew","Chinn, Gary",,,,,,,,,,,,,,,,,,,,,,,,,
"Babu, Suresh Chandra","Ferguson, Jenna","Parsai, Nilam","Almoguera, Rose",,,,,,,,,,,,,,,,,,,,,,,,
"Bagchi, Debabrata","Kaushik, Kapil","Kapoor, Bhanu",,,,,,,,,,,,,,,,,,,,,,,,,
"Baloyi, Gezani",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Barefield, Amanda C","Meyer, John D",,,,,,,,,,,,,,,,,,,,,,,,,,
"Bayram, Levent",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bell, Marnie","MacDougall, Karen",,,,,,,,,,,,,,,,,,,,,,,,,,
"Ben Brahim, Hejer","Ben Jemaa, Amal","Jemni, Mohamed","Laabidi, Mohsen",,,,,,,,,,,,,,,,,,,,,,,,
"Benest, Ian D","Thompson, David R",,,,,,,,,,,,,,,,,,,,,,,,,,
"Blasca, Wanderleia Quinhoeiro","Picolini, Mirela Machado","Silva, Andressa Sharllene da Carneiro da","Campos, Karis de","Pinto, Ghiedree Fernanda Ramos","Brasolotto, Alcione Ghedini","Alvarenga, Katia de Freitas","Maximino, Luciana Paula","Berretin-Felix, Giedre",,,,,,,,,,,,,,,,,,,
"Boehmer, C","Roznawski, N","Meuth, H","Beck-Meuth, E M",,,,,,,,,,,,,,,,,,,,,,,,
"Botnariuc, Petre","Fat, Silvia",,,,,,,,,,,,,,,,,,,,,,,,,,
"Brewer, Sharon E","Cinel, Bruno","Harrison, Michelle","Mohr, Christina L",,,,,,,,,,,,,,,,,,,,,,,,
"Budiman, Rahmat",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Burlacu, Sorin","Grigorescu, Sorin Dan","Stefan, Catalin","Popescu, Claudia",,,,,,,,,,,,,,,,,,,,,,,,
"Carro Fernandez, German","Castro Gil, Manuel","Sancristobal Ruiz, Elio","Latorre, Miguel","Diaz, Gabriel","Martin, Sergio","Losada, Pablo",,,,,,,,,,,,,,,,,,,,,
"Cerna, Miloslava","Poulova, Petra",,,,,,,,,,,,,,,,,,,,,,,,,,
"Cerulo, Luigi","Distante, Damiano",,,,,,,,,,,,,,,,,,,,,,,,,,
"Changiz, Tahereh","Haghani, Fariba","Nowroozi, Nasim",,,,,,,,,,,,,,,,,,,,,,,,,
"Chen, Mingming","Cai, Jingju",,,,,,,,,,,,,,,,,,,,,,,,,,
"Cheng, Bo","Wang, Minhong",,,,,,,,,,,,,,,,,,,,,,,,,,
"Chimalakonda, Sridhar","Nori, Kesav V",,,,,,,,,,,,,,,,,,,,,,,,,,
"Chimalakonda, Sridhar","Nori, Kesav V",,,,,,,,,,,,,,,,,,,,,,,,,,
"Conde, Miguel A","Penalvo, Francisco G","Alier, Marc","Casany, Maria J","Piguillem, Jordi",,,,,,,,,,,,,,,,,,,,,,,
"DAsaro, Fabio Aurelio","Perticone, Valerio","Tabacchi, Marco Elio",,,,,,,,,,,,,,,,,,,,,,,,,
"David, Irina","Grosu, Lucia-Mihaela",,,,,,,,,,,,,,,,,,,,,,,,,,
"Deimann, Markus","Farrow, Robert",,,,,,,,,,,,,,,,,,,,,,,,,,
"Delgaty, Laura",,,,,,,,,,,,,,,,,,,,,,,,,,,
"DeVries, Irwin",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dewan, Jahangir","Chowdhury, Morshed","Batten, Lynn",,,,,,,,,,,,,,,,,,,,,,,,,
"Dewan, Jahangir","Chowdhury, Morshed",,,,,,,,,,,,,,,,,,,,,,,,,,
"Dobre, Iuliana",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Doherty, Iain",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dooga, Jerome Terpase",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Doyle, Nancy Wolcott","Jacobs, Karen",,,,,,,,,,,,,,,,,,,,,,,,,,
"Dughila, Paula","Adascalitei, Adrian","Grigoriu, Aurelia",,,,,,,,,,,,,,,,,,,,,,,,,
"Ebenezer, Eva Esther Shalin","Omane-Antwi, K B","Buabeng-Andoh, Charles","Aboagye-Ampah, Clement",,,,,,,,,,,,,,,,,,,,,,,,
"Edlira, Prenjasi","Shpresa, Ahmetaga","Mario, Allegra",,,,,,,,,,,,,,,,,,,,,,,,,
"Ellis, Ralph","Agdas, Duzgun","Zheng, Xi",,,,,,,,,,,,,,,,,,,,,,,,,
"Ergul, Esra","Koc, Mustafa",,,,,,,,,,,,,,,,,,,,,,,,,,
"Ermalai, Iasmina-Leila",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Evans, Michael J","Moore, Jeffrey S",,,,,,,,,,,,,,,,,,,,,,,,,,
"Fox, Geoffrey C",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gaitanaru, Andrei",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Garcia, Miguel Latorre","Fernandez, German Carro","Ruiz, Elio Sancristobal","Martin, Alberto Pesquera","Gil, Manuel Castro",,,,,,,,,,,,,,,,,,,,,,,
"Garnett, Fred","Serbu, Violeta Maria",,,,,,,,,,,,,,,,,,,,,,,,,,
"Geiss, Tanja","Roman, Gigi",,,,,,,,,,,,,,,,,,,,,,,,,,
"Giang, Chau",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Giannoulis, Nektarios","Kagia, Anthimoula","Kakoulidis, Panos","Rikkou, Costas","Skourlas, Christos",,,,,,,,,,,,,,,,,,,,,,,
"Gilbert, T H","Gilbert, T H",,,,,,,,,,,,,,,,,,,,,,,,,,
"Gokce, Kursad","Uyaroglu, Yilmaz",,,,,,,,,,,,,,,,,,,,,,,,,,
"Golubski, Christopher","Navarrete, Cesar","Azua, Elisa",,,,,,,,,,,,,,,,,,,,,,,,,
"Gomez Aguilar, Diego Alonso","Theron, Roberto","Garcia-Penalvo, Francisco J",,,,,,,,,,,,,,,,,,,,,,,,,
"Grigore, Vasilica",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gulzar, Saleema","Khoja, Shariq","Sajwani, Afroz",,,,,,,,,,,,,,,,,,,,,,,,,
"Gunawardena, Charlotte N",,,,,,,,,,,,,,,,,,,,,,,,,,,
Guo Pengyu,Li Xin,Ding Shaowen,Tian Zunhua,Zhang Xiaohu,,,,,,,,,,,,,,,,,,,,,,,
"Gurbuz, Tarkan","Gudoniene, Daina","Rutkauskiene, Danguole",,,,,,,,,,,,,,,,,,,,,,,,,
"Holt, Dale","Palmer, Stuart","Munro, Judy","Solomonides, Ian","Gosper, Maree","Hicks, Margaret","Sankey, Michael","Allan, Garry","Hollenbeck, Robert",,,,,,,,,,,,,,,,,,,
"Janjic, Ivana","Ursulescu-Milicic, Rodica","Spariosu, Laura",,,,,,,,,,,,,,,,,,,,,,,,,
"Jedrzejowicz, Joanna","Jedrzejowicz, Piotr",,,,,,,,,,,,,,,,,,,,,,,,,,
"Ji, Zhanlin","Zhang, Xueji","Ganchev, Ivan","ODroma, Mairtin",,,,,,,,,,,,,,,,,,,,,,,,
"Ji, Zhanlin","An, Yongli","Ganchev, Ivan","ODroma, Mairtin",,,,,,,,,,,,,,,,,,,,,,,,
"Kader, A A",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ke, Fengfeng","Kwak, Dean",,,,,,,,,,,,,,,,,,,,,,,,,,
"Khanna, Pankaj","Basak, P C",,,,,,,,,,,,,,,,,,,,,,,,,,
"Khatri, Bhavna","Chouskey, Pradeep","Singh, Manmohan",,,,,,,,,,,,,,,,,,,,,,,,,
"Kim, Hyoung-rae","Lee, Jae-hong","Lee, Seung-jun","Cui, Xuenan","Kim, Hakil",,,,,,,,,,,,,,,,,,,,,,,
"Kist, Alexander A","Gibbings, Peter","Maxwell, Andrew",,,,,,,,,,,,,,,,,,,,,,,,,
"Kraft, Luiza","Chisega-Negrila, Ana-Maria","Tutuianu, Diana",,,,,,,,,,,,,,,,,,,,,,,,,
"Kuk, Kristijan","Jovanovic, Dragica",,,,,,,,,,,,,,,,,,,,,,,,,,
"Lamont, Scott","Brunero, Scott",,,,,,,,,,,,,,,,,,,,,,,,,,
"Leba, Monica","Ionica, Andreea Cristina","Edelhauser, Eduard",,,,,,,,,,,,,,,,,,,,,,,,,
"Lin, Tai-Tien","Hsiao, Kuo-Lun","Chiang, Hsiu-Sen","Huang, Ching-Ting",,,,,,,,,,,,,,,,,,,,,,,,
"Liu, Chien-Hung","Chang, Po-Yin","Huang, Chun-Yuan",,,,,,,,,,,,,,,,,,,,,,,,,
Liu Zhixuan,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Logofatu, Cristian",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Luukka, Pasi","Collan, Mikael",,,,,,,,,,,,,,,,,,,,,,,,,,
"Lyons, Tierney","Warlick, Stefanie",,,,,,,,,,,,,,,,,,,,,,,,,,
"Mabila, Jabulisiwe","Ssemugabi, Sam","Gelderblom, Helene",,,,,,,,,,,,,,,,,,,,,,,,,
"Malureanu, Alex","Malureanu, Cosmin",,,,,,,,,,,,,,,,,,,,,,,,,,
"Marco, Felix Albertos","Penichet, Victor M R","Gallud, Jose A",,,,,,,,,,,,,,,,,,,,,,,,,
"Mejias Borrero, Andres","Andujar Marquez, Jose Manuel",,,,,,,,,,,,,,,,,,,,,,,,,,
"Mingireanu, Florin","Breharu, Fabian",,,,,,,,,,,,,,,,,,,,,,,,,,
"Minichiello, Angela","Hailey, Christine",,,,,,,,,,,,,,,,,,,,,,,,,,
"Mosharraf, Maedeh","Taghiyareh, Fattaneh","Kharrat, Mahmood",,,,,,,,,,,,,,,,,,,,,,,,,
"Mosoiu, Oana","Stefanescu, Doru",,,,,,,,,,,,,,,,,,,,,,,,,,
"Mottus, Alex",Kinshuk,"Graf, Sabine","Chen, Nian-Shing",,,,,,,,,,,,,,,,,,,,,,,,
"Mtsweni, Jabu","Abdullah, Hanifa",,,,,,,,,,,,,,,,,,,,,,,,,,
"Mukerji, Amit","Narciso, Janet","Moore, Christine","McGeer, Allison","Kelly, Edmond","Shah, Vibhuti",,,,,,,,,,,,,,,,,,,,,,
"Mukerji, Amit","Narciso, Janet","Moore, Christine","McGeer, Allison","Kelly, Edmond","Shah, Vibhuti",,,,,,,,,,,,,,,,,,,,,,
"Munch-Harrach, Dieter","Kothe, Christian","Hampe, Wolfgang",,,,,,,,,,,,,,,,,,,,,,,,,
"Murthy, K R S",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nedungadi, Prema","Raman, Raghu","McGregor, Mark",,,,,,,,,,,,,,,,,,,,,,,,,
"Neil, Anderson","Hajhashemi, Karim",,,,,,,,,,,,,,,,,,,,,,,,,,
"Panchoo, Shireen","Jaillet, Alain",,,,,,,,,,,,,,,,,,,,,,,,,,
"Papazoglakis, Petros Papazoglou",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Paroski, Milan","Konjovic, Zora","Surla, Dusan",,,,,,,,,,,,,,,,,,,,,,,,,
"Pastor, R","Hernandez, R","Ros, S","Sanchez, D","Caminero, A","Robles, A","Tobarra, L","Castro, M","Diaz, G","Sancristobal, E","Tawfik, M",,,,,,,,,,,,,,,,,
"Paulet, Marius Valerian","Neacsu, Oana Maria","Salceanu, Alexandru",,,,,,,,,,,,,,,,,,,,,,,,,
"Perez-Suay, Adrian","Ferri, Francesc J","Arevalillo-Herraez, Miguel","Albert, Jesus V",,,,,,,,,,,,,,,,,,,,,,,,
"Piliouras, Teresa","Yu, Pui Lam (Raymond)","Tian, Xin","Yu, Stephen","Sultana, Nadia","Lauer, Jeanne","Berry, Lataya",,,,,,,,,,,,,,,,,,,,,
"Pitic, Elena Alina","Moisil, Ioana","Lup, Valentin",,,,,,,,,,,,,,,,,,,,,,,,,
"Pogarcic, Ivan","Markovic, Maja Gligora","Davidovic, Vlatka",,,,,,,,,,,,,,,,,,,,,,,,,
"Poulova, Petra","Simonova, Ivana","Cerna, Miloslava",,,,,,,,,,,,,,,,,,,,,,,,,
"Ravenscroft, Brenda",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Redel-Macias, M D","Pinzi, S","Cubero-Atienza, A J","Dorado, M P","Martinez-Jimenez, M P",,,,,,,,,,,,,,,,,,,,,,,
"Reformat, Marek","Boechler, Patricia",,,,,,,,,,,,,,,,,,,,,,,,,,
"Ren, Yanqing","Fang, Zaojun","Xu, De","Tan, Min",,,,,,,,,,,,,,,,,,,,,,,,
"Romero, Marc","Guitert, Montse","Sangra, Albert","Bullen, Mark",,,,,,,,,,,,,,,,,,,,,,,,
"Romiszowski, Alexander","Otamere, Elvis",,,,,,,,,,,,,,,,,,,,,,,,,,
"Rosen, Warren A","Carr, M Eric",,,,,,,,,,,,,,,,,,,,,,,,,,
